id,field,get_pv,set_pv
2436,b0,SR24A-PC-HSTR-04:I,SR24A-PC-HSTR-04:SETI
2437,b0,SR24A-PC-VSTR-04:I,SR24A-PC-VSTR-04:SETI
2440,b1,SR24A-PC-Q1AD-06:I,SR24A-PC-Q1AD-06:SETI
2443,b2,SR24A-PC-S2A-05:I,SR24A-PC-S2A-05:SETI
2444,b0,SR24A-PC-HSTR-05:I,SR24A-PC-HSTR-05:SETI
2445,b0,SR24A-PC-VSTR-05:I,SR24A-PC-VSTR-05:SETI
2448,b1,SR24A-PC-Q2AD-07:I,SR24A-PC-Q2AD-07:SETI
2450,x,SR24C-DI-EBPM-05:SA:X,
2450,y,SR24C-DI-EBPM-05:SA:Y,
2453,b0,SR-PC-DIPOL-01:I,SR-PC-DIPOL-01:SETI
2456,b2,SR24A-PC-S2D-06:I,SR24A-PC-S2D-06:SETI
2457,b0,SR24A-PC-HSTR-06:I,SR24A-PC-HSTR-06:SETI
2458,b0,SR24A-PC-VSTR-06:I,SR24A-PC-VSTR-06:SETI
2461,b1,SR24A-PC-Q3D-08:I,SR24A-PC-Q3D-08:SETI
2463,x,SR24C-DI-EBPM-06:SA:X,
2463,y,SR24C-DI-EBPM-06:SA:Y,
2465,b1,SR24A-PC-Q2D-09:I,SR24A-PC-Q2D-09:SETI
2468,b2,SR24A-PC-S1D-07:I,SR24A-PC-S1D-07:SETI
2469,b0,SR24A-PC-HSTR-07:I,SR24A-PC-HSTR-07:SETI
2470,b0,SR24A-PC-VSTR-07:I,SR24A-PC-VSTR-07:SETI
2473,b1,SR24A-PC-Q1D-10:I,SR24A-PC-Q1D-10:SETI
2475,x,SR24C-DI-EBPM-07:SA:X,
2475,y,SR24C-DI-EBPM-07:SA:Y,
8,a1,SR01A-PC-SQUAD-01:SETI,SR01A-PC-SQUAD-01:I
32,a1,SR01A-PC-SQUAD-02:SETI,SR01A-PC-SQUAD-02:I
50,a1,SR01A-PC-SQUAD-03:SETI,SR01A-PC-SQUAD-03:I
74,a1,SR01A-PC-SQUAD-04:SETI,SR01A-PC-SQUAD-04:I
115,a1,SR02A-PC-SQUAD-01:SETI,SR02A-PC-SQUAD-01:I
142,a1,SR02A-PC-SQUAD-02:SETI,SR02A-PC-SQUAD-02:I
148,a1,SR02A-PC-SQUAD-03:SETI,SR02A-PC-SQUAD-03:I
199,a1,SR02A-PC-SQUAD-04:SETI,SR02A-PC-SQUAD-04:I
205,a1,SR02A-PC-SQUAD-05:SETI,SR02A-PC-SQUAD-05:I
226,a1,SR02A-PC-SQUAD-06:SETI,SR02A-PC-SQUAD-06:I
271,a1,SR03A-PC-SQUAD-01:SETI,SR03A-PC-SQUAD-01:I
295,a1,SR03A-PC-SQUAD-02:SETI,SR03A-PC-SQUAD-02:I
313,a1,SR03A-PC-SQUAD-03:SETI,SR03A-PC-SQUAD-03:I
337,a1,SR03A-PC-SQUAD-04:SETI,SR03A-PC-SQUAD-04:I
387,a1,SR04A-PC-SQUAD-01:SETI,SR04A-PC-SQUAD-01:I
411,a1,SR04A-PC-SQUAD-02:SETI,SR04A-PC-SQUAD-02:I
429,a1,SR04A-PC-SQUAD-03:SETI,SR04A-PC-SQUAD-03:I
453,a1,SR04A-PC-SQUAD-04:SETI,SR04A-PC-SQUAD-04:I
482,a1,SR05A-PC-SQUAD-01:SETI,SR05A-PC-SQUAD-01:I
506,a1,SR05A-PC-SQUAD-02:SETI,SR05A-PC-SQUAD-02:I
524,a1,SR05A-PC-SQUAD-03:SETI,SR05A-PC-SQUAD-03:I
548,a1,SR05A-PC-SQUAD-04:SETI,SR05A-PC-SQUAD-04:I
587,a1,SR06A-PC-SQUAD-01:SETI,SR06A-PC-SQUAD-01:I
611,a1,SR06A-PC-SQUAD-02:SETI,SR06A-PC-SQUAD-02:I
629,a1,SR06A-PC-SQUAD-03:SETI,SR06A-PC-SQUAD-03:I
653,a1,SR06A-PC-SQUAD-04:SETI,SR06A-PC-SQUAD-04:I
693,a1,SR07A-PC-SQUAD-01:SETI,SR07A-PC-SQUAD-01:I
717,a1,SR07A-PC-SQUAD-02:SETI,SR07A-PC-SQUAD-02:I
735,a1,SR07A-PC-SQUAD-03:SETI,SR07A-PC-SQUAD-03:I
760,a1,SR07A-PC-SQUAD-04:SETI,SR07A-PC-SQUAD-04:I
786,a1,SR08A-PC-SQUAD-01:SETI,SR08A-PC-SQUAD-01:I
810,a1,SR08A-PC-SQUAD-02:SETI,SR08A-PC-SQUAD-02:I
828,a1,SR08A-PC-SQUAD-03:SETI,SR08A-PC-SQUAD-03:I
852,a1,SR08A-PC-SQUAD-04:SETI,SR08A-PC-SQUAD-04:I
916,a1,SR09A-PC-SQUAD-01:SETI,SR09A-PC-SQUAD-01:I
940,a1,SR09A-PC-SQUAD-02:SETI,SR09A-PC-SQUAD-02:I
958,a1,SR09A-PC-SQUAD-03:SETI,SR09A-PC-SQUAD-03:I
982,a1,SR09A-PC-SQUAD-04:SETI,SR09A-PC-SQUAD-04:I
1044,a1,SR10A-PC-SQUAD-01:SETI,SR10A-PC-SQUAD-01:I
1068,a1,SR10A-PC-SQUAD-02:SETI,SR10A-PC-SQUAD-02:I
1086,a1,SR10A-PC-SQUAD-03:SETI,SR10A-PC-SQUAD-03:I
1110,a1,SR10A-PC-SQUAD-04:SETI,SR10A-PC-SQUAD-04:I
1136,a1,SR11A-PC-SQUAD-01:SETI,SR11A-PC-SQUAD-01:I
1160,a1,SR11A-PC-SQUAD-02:SETI,SR11A-PC-SQUAD-02:I
1178,a1,SR11A-PC-SQUAD-03:SETI,SR11A-PC-SQUAD-03:I
1202,a1,SR11A-PC-SQUAD-04:SETI,SR11A-PC-SQUAD-04:I
1228,a1,SR12A-PC-SQUAD-01:SETI,SR12A-PC-SQUAD-01:I
1252,a1,SR12A-PC-SQUAD-02:SETI,SR12A-PC-SQUAD-02:I
1270,a1,SR12A-PC-SQUAD-03:SETI,SR12A-PC-SQUAD-03:I
1294,a1,SR12A-PC-SQUAD-04:SETI,SR12A-PC-SQUAD-04:I
1358,a1,SR13A-PC-SQUAD-01:SETI,SR13A-PC-SQUAD-01:I
1382,a1,SR13A-PC-SQUAD-02:SETI,SR13A-PC-SQUAD-02:I
1400,a1,SR13A-PC-SQUAD-03:SETI,SR13A-PC-SQUAD-03:I
1424,a1,SR13A-PC-SQUAD-04:SETI,SR13A-PC-SQUAD-04:I
1450,a1,SR14A-PC-SQUAD-01:SETI,SR14A-PC-SQUAD-01:I
1474,a1,SR14A-PC-SQUAD-02:SETI,SR14A-PC-SQUAD-02:I
1492,a1,SR14A-PC-SQUAD-03:SETI,SR14A-PC-SQUAD-03:I
1516,a1,SR14A-PC-SQUAD-04:SETI,SR14A-PC-SQUAD-04:I
1542,a1,SR15A-PC-SQUAD-01:SETI,SR15A-PC-SQUAD-01:I
1566,a1,SR15A-PC-SQUAD-02:SETI,SR15A-PC-SQUAD-02:I
1584,a1,SR15A-PC-SQUAD-03:SETI,SR15A-PC-SQUAD-03:I
1608,a1,SR15A-PC-SQUAD-04:SETI,SR15A-PC-SQUAD-04:I
1636,a1,SR16A-PC-SQUAD-01:SETI,SR16A-PC-SQUAD-01:I
1660,a1,SR16A-PC-SQUAD-02:SETI,SR16A-PC-SQUAD-02:I
1678,a1,SR16A-PC-SQUAD-03:SETI,SR16A-PC-SQUAD-03:I
1703,a1,SR16A-PC-SQUAD-04:SETI,SR16A-PC-SQUAD-04:I
1720,a1,SR17A-PC-SQUAD-01:SETI,SR17A-PC-SQUAD-01:I
1744,a1,SR17A-PC-SQUAD-02:SETI,SR17A-PC-SQUAD-02:I
1762,a1,SR17A-PC-SQUAD-03:SETI,SR17A-PC-SQUAD-03:I
1786,a1,SR17A-PC-SQUAD-04:SETI,SR17A-PC-SQUAD-04:I
1814,a1,SR18A-PC-SQUAD-01:SETI,SR18A-PC-SQUAD-01:I
1838,a1,SR18A-PC-SQUAD-02:SETI,SR18A-PC-SQUAD-02:I
1856,a1,SR18A-PC-SQUAD-03:SETI,SR18A-PC-SQUAD-03:I
1881,a1,SR18A-PC-SQUAD-04:SETI,SR18A-PC-SQUAD-04:I
1907,a1,SR19A-PC-SQUAD-01:SETI,SR19A-PC-SQUAD-01:I
1931,a1,SR19A-PC-SQUAD-02:SETI,SR19A-PC-SQUAD-02:I
1949,a1,SR19A-PC-SQUAD-03:SETI,SR19A-PC-SQUAD-03:I
1973,a1,SR19A-PC-SQUAD-04:SETI,SR19A-PC-SQUAD-04:I
2030,a1,SR20A-PC-SQUAD-01:SETI,SR20A-PC-SQUAD-01:I
2054,a1,SR20A-PC-SQUAD-02:SETI,SR20A-PC-SQUAD-02:I
2072,a1,SR20A-PC-SQUAD-03:SETI,SR20A-PC-SQUAD-03:I
2096,a1,SR20A-PC-SQUAD-04:SETI,SR20A-PC-SQUAD-04:I
2122,a1,SR21A-PC-SQUAD-01:SETI,SR21A-PC-SQUAD-01:I
2146,a1,SR21A-PC-SQUAD-02:SETI,SR21A-PC-SQUAD-02:I
2164,a1,SR21A-PC-SQUAD-03:SETI,SR21A-PC-SQUAD-03:I
2189,a1,SR21A-PC-SQUAD-04:SETI,SR21A-PC-SQUAD-04:I
2215,a1,SR22A-PC-SQUAD-01:SETI,SR22A-PC-SQUAD-01:I
2239,a1,SR22A-PC-SQUAD-02:SETI,SR22A-PC-SQUAD-02:I
2257,a1,SR22A-PC-SQUAD-03:SETI,SR22A-PC-SQUAD-03:I
2282,a1,SR22A-PC-SQUAD-04:SETI,SR22A-PC-SQUAD-04:I
2308,a1,SR23A-PC-SQUAD-01:SETI,SR23A-PC-SQUAD-01:I
2332,a1,SR23A-PC-SQUAD-02:SETI,SR23A-PC-SQUAD-02:I
2350,a1,SR23A-PC-SQUAD-03:SETI,SR23A-PC-SQUAD-03:I
2375,a1,SR23A-PC-SQUAD-04:SETI,SR23A-PC-SQUAD-04:I
2401,a1,SR24A-PC-SQUAD-01:SETI,SR24A-PC-SQUAD-01:I
2425,a1,SR24A-PC-SQUAD-02:SETI,SR24A-PC-SQUAD-02:I
2443,a1,SR24A-PC-SQUAD-03:SETI,SR24A-PC-SQUAD-03:I
2468,a1,SR24A-PC-SQUAD-04:SETI,SR24A-PC-SQUAD-04:I
127,db0,SR02A-PC-DTRIM-01:SETI,SR02A-PC-DTRIM-01:I
213,db0,SR02A-PC-DTRIM-04:SETI,SR02A-PC-DTRIM-04:I
156,db0,SR02A-PC-DTRIM-02:SETI,SR02A-PC-DTRIM-02:I
184,db0,SR02A-PC-DTRIM-03:SETI,SR02A-PC-DTRIM-03:I
